EmployeeID,Age,Attrition,BusinessTravel,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MeanTimeAtWorkByYear
3363,36,0,2,2,4,1,1,79180,2.0,12,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6.510334540833333
3364,38,0,2,6,3,1,2,87890,1.0,11,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7.084607984444444
3365,32,0,0,18,3,1,1,23890,6.0,12,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.071233424722222
3366,25,1,2,1,2,1,1,32120,1.0,15,1,1.0,3,1,0,0,3.0,2.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.867931074166666
3367,40,0,2,1,4,1,2,192320,2.0,14,1,11.0,3,1,0,0,1.0,2.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.1125613275
3368,26,0,1,11,3,1,2,22670,1.0,19,3,7.0,2,7,0,7,3.0,1.0,3.0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.5818571427777774
3369,41,0,2,1,4,1,1,195170,2.0,13,0,20.0,5,18,2,17,4.0,1.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.652649219444445
3370,36,0,2,9,3,0,2,24360,4.0,13,0,16.0,3,11,3,9,3.0,3.0,3.0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.097545913611111
3371,19,1,2,15,3,1,2,160640,1.0,15,1,1.0,3,1,0,0,4.0,2.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.619414845
3372,20,1,2,29,3,0,3,27070,1.0,11,0,1.0,2,1,0,0,1.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.091235349166666
3373,31,0,2,1,4,1,4,190680,0.0,12,0,10.0,1,9,8,5,4.0,4.0,1.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.301600876944445
3374,40,0,1,1,3,1,1,39310,8.0,19,0,3.0,2,1,0,0,4.0,2.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.0970300925
3375,32,0,2,24,3,1,4,37300,1.0,25,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.913620370277777
3376,36,1,2,10,3,1,3,22320,1.0,12,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.800581847222222
3377,33,0,2,1,4,0,4,44650,0.0,13,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.017222222222222
3378,37,1,2,10,4,0,3,30720,5.0,14,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.3301573675
3379,45,0,0,8,1,1,2,33190,1.0,12,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.322636514444444
3380,29,0,1,29,1,1,1,192020,1.0,12,0,3.0,5,3,0,2,3.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.6024176952777776
3381,35,0,2,1,3,1,3,136750,1.0,15,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.378281174166666
3382,52,0,2,5,4,1,1,29110,2.0,17,2,26.0,3,9,7,8,4.0,4.0,2.0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.978609881944445
3383,58,1,2,9,2,0,4,59570,4.0,14,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.469917874166667
3384,53,0,2,9,3,1,1,39200,6.0,16,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.521732026111111
3385,30,0,2,3,4,1,1,64340,5.0,14,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.00522126
3386,38,0,0,4,3,1,2,100480,1.0,23,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.082911301666666
3387,35,0,2,1,2,0,2,109380,6.0,14,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.335469995277778
3388,39,0,2,1,1,1,2,23400,0.0,11,1,9.0,2,8,0,7,3.0,3.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.5008260869444445
3389,40,1,0,2,4,1,1,65450,4.0,15,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.510643518333334
3390,47,0,1,7,4,1,3,69310,1.0,11,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.079049886388889
3391,36,0,0,28,1,1,2,48980,4.0,13,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.8255068225
3392,31,1,0,28,4,1,2,25930,0.0,21,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.197324262777778
3393,33,0,0,15,3,1,4,194360,1.0,19,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.882856461388889
3394,29,1,2,3,5,1,1,27230,6.0,11,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.325031380555556
3395,33,0,2,2,2,1,2,34790,3.0,12,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7.481684861666667
3396,45,0,2,26,1,0,3,27940,3.0,19,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.010718351388888
3397,50,0,2,10,1,0,1,52490,9.0,21,2,32.0,2,5,1,3,4.0,4.0,2.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.387503457777778
3398,33,0,1,1,3,1,2,21760,1.0,14,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.97973745888889
3399,41,0,1,11,3,1,1,168720,2.0,15,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7.864643346944444
3400,27,0,2,20,4,1,2,34850,9.0,17,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7.098894604444444
3401,45,0,0,2,3,0,1,66440,1.0,12,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.706717171666668
3402,47,0,2,18,4,0,2,55820,1.0,16,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.010337713055556
3403,30,1,2,2,3,1,2,40000,4.0,12,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.491258309444444
3404,50,0,2,1,3,0,2,134960,3.0,18,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.4876573675
3405,38,0,1,13,3,1,1,32100,0.0,17,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.685276585555555
3406,46,0,2,28,3,0,3,190450,6.0,11,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.921377410277778
3407,24,0,2,28,3,0,1,118490,1.0,16,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.585990860833333
3408,35,1,2,24,3,1,3,20700,1.0,13,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.321214551111112
3409,31,0,1,5,2,1,2,65020,1.0,12,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6.309143614444445
3410,18,0,0,5,4,1,2,32300,1.0,12,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.3256071261111115
3411,54,0,2,23,3,0,1,136030,8.0,13,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.599765051388888
3412,35,0,2,6,4,0,1,119960,1.0,19,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.599074073888888
3413,30,0,2,4,3,0,5,56050,0.0,12,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.120234227777779
3414,20,1,2,2,2,0,2,63970,1.0,17,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.31810105361111
3415,30,1,1,8,4,1,1,191440,0.0,11,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.5866985427777776
3416,26,0,2,1,3,0,2,175840,1.0,20,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.900064278888888
3417,22,0,2,8,3,1,2,49070,1.0,21,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7.311087006388889
3418,48,0,2,2,4,1,2,45540,2.0,11,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.020512116944445
3419,48,0,2,3,3,1,1,54150,7.0,11,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.4952458208333335
3420,41,0,2,2,3,1,2,47410,6.0,16,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.9105981086111115
3421,39,0,2,2,3,1,3,21150,1.0,18,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.142438136666667
3422,27,0,2,3,3,1,2,31610,0.0,13,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.307331871111111
3423,35,0,2,24,3,1,5,57450,1.0,17,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.875793816666667
3424,42,0,2,23,4,1,1,23730,6.0,14,1,21.0,3,1,0,0,4.0,3.0,4.0,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8.011233237499999
3425,50,0,2,27,3,1,2,33100,4.0,22,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.232089218333334
3426,59,0,2,16,4,0,5,186650,3.0,12,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.120877255277778
3427,37,1,2,15,3,1,2,44850,5.0,11,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.598324879166666
3428,55,0,1,26,2,0,2,27890,3.0,13,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.596978723333335
3429,41,0,0,19,1,1,2,58280,1.0,13,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.3026671372222225
3430,38,0,2,24,2,0,1,23260,8.0,14,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8.406273049444444
3431,26,1,0,21,1,0,1,135250,8.0,17,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.708031148055556
3432,52,1,2,5,4,0,4,14200,1.0,13,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.012140661666667
3433,44,0,2,16,3,0,1,80200,3.0,11,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.903012646666665
3434,50,0,0,2,2,1,1,36880,0.0,11,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.484585106111111
3435,36,1,2,2,4,1,4,54820,1.0,18,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7.800405282222222
3436,39,0,1,11,3,1,1,160150,1.0,11,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.801917009444443
3437,33,0,0,9,2,1,5,12000,0.0,11,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.580263830555555
3438,45,0,2,7,2,1,1,56610,3.0,12,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7.386112268333333
3439,32,0,0,15,3,1,2,69290,9.0,20,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.1795730025
3440,34,0,2,6,4,1,2,96130,0.0,12,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.107705365555556
3441,59,0,2,5,3,1,2,56740,3.0,12,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.113466235555556
3442,45,0,2,16,1,1,2,54840,1.0,20,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.6889491725
3443,53,0,1,8,2,1,2,120610,2.0,20,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.778898071388889
3444,36,1,2,7,2,0,1,56600,7.0,12,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.073075909722222
3445,26,1,1,2,3,1,2,48210,6.0,14,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.203772663611112
3446,34,0,2,2,2,1,1,64100,1.0,13,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9.214501181944444
3447,28,0,2,10,3,1,2,52100,1.0,15,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7.788128019166667
3448,38,0,1,9,4,1,2,26950,3.0,14,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.593654970555556
3449,50,0,2,5,4,1,1,118780,2.0,13,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.583764528055557
3450,37,0,2,1,3,1,1,170680,3.0,23,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.28377163
3451,40,0,2,2,3,1,5,24550,1.0,15,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.090655006666667
3452,26,0,1,3,3,1,2,139640,1.0,11,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.7126863722222225
3453,46,0,2,2,1,0,3,49410,9.0,13,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.38522268111111
3454,54,0,2,5,3,0,2,24780,6.0,11,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.606151620277777
3455,56,0,1,1,2,0,2,52280,2.0,11,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.9204613933333325
3456,36,0,2,4,2,0,2,44780,0.0,18,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.633445881111111
3457,55,0,0,2,3,0,2,75470,7.0,16,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.101962174722222
3458,43,0,2,25,2,1,3,50550,5.0,22,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.891980834444444
3459,20,1,1,8,3,1,3,34640,1.0,20,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.08306752861111
3460,21,1,2,1,4,1,1,57750,1.0,18,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.597937675
3461,46,0,2,12,3,0,3,89430,8.0,12,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10.99052213
3462,51,1,2,23,3,0,2,192720,9.0,20,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.701324879166666
3463,28,1,0,19,4,0,4,52380,1.0,17,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.378290414722223
3464,26,0,2,5,4,0,2,46820,1.0,11,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.51635628
3465,30,0,2,8,3,0,1,183000,0.0,14,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.194155140555555
3466,41,0,2,1,4,0,1,52570,1.0,14,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.909695712222223
3467,38,0,2,5,3,1,1,63490,0.0,11,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.317914846944445
3468,40,0,2,1,4,1,1,48690,4.0,12,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.902443522222222
3469,27,0,0,11,3,0,2,99850,1.0,14,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.992474105277778
3470,55,0,1,23,5,1,3,36970,3.0,13,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.67991177861111
3471,28,0,2,1,3,1,2,74570,3.0,11,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.5638982652777775
3472,44,1,2,18,4,0,2,21190,9.0,15,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.177514860277778
3473,33,0,2,23,4,0,4,39830,4.0,12,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.365669934444445
3474,35,1,2,7,4,1,3,61180,0.0,21,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9.818430962222221
3475,33,1,1,1,2,0,1,62140,1.0,19,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.775195942777778
3476,28,0,2,1,1,1,2,63470,1.0,15,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.728075480277778
3477,34,0,1,29,4,1,1,115100,0.0,14,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.673016569166667
3478,37,0,2,7,4,1,4,71430,2.0,21,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.622468354166667
3479,25,1,2,25,4,0,2,82680,1.0,12,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.94085408
3480,26,1,2,8,2,1,2,80950,1.0,15,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.828946563055555
3481,33,1,2,8,2,1,4,29040,4.0,13,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.199945799444444
3482,42,0,2,11,1,1,4,60320,0.0,14,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.818579196111112
3483,28,1,1,7,3,1,2,29760,1.0,14,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.300432760833333
3484,50,1,1,1,4,1,2,159920,3.0,14,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.509589834444444
3485,33,0,1,9,3,0,2,46490,0.0,12,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.024171238888888
3486,34,0,0,1,1,0,2,26960,3.0,23,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.084865740555555
3487,48,0,0,2,1,1,2,23700,2.0,11,0,27.0,3,5,2,1,1.0,4.0,2.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.1706754508333335
3488,45,0,0,1,3,0,2,125040,1.0,12,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.009245511666667
3489,52,0,2,1,3,1,1,59740,7.0,18,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.993881610833333
3490,38,0,2,6,2,1,1,47360,0.0,11,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10.689997704166668
